Image,Class,Nose_X,Nose_Y,Nose_Confidence,Left_Eye_X,Left_Eye_Y,Left_Eye_Confidence,Right_Eye_X,Right_Eye_Y,Right_Eye_Confidence,Left_Ear_X,Left_Ear_Y,Left_Ear_Confidence,Right_Ear_X,Right_Ear_Y,Right_Ear_Confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Confidence,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Confidence,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Confidence,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Confidence,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Confidence,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Confidence,Left_Hip_X,Left_Hip_Y,Left_Hip_Confidence,Right_Hip_X,Right_Hip_Y,Right_Hip_Confidence,Left_Knee_X,Left_Knee_Y,Left_Knee_Confidence,Right_Knee_X,Right_Knee_Y,Right_Knee_Confidence,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Confidence,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Confidence
C:\miniproject\dataset\B_L_GB\1738.jpg,B_L_GB,0.355962,0.54441047,0.3064049,0.35057,0.53544337,0.4008391,0.35357255,0.5463667,0.5278759,0.3566535,0.51958907,0.63494045,0.35408595,0.5496871,0.6690828,0.39322752,0.49788064,0.5370295,0.38718423,0.5745981,0.58895123,0.4549909,0.49601373,0.46530572,0.4302549,0.59033114,0.4828234,0.47095248,0.51781553,0.2486458,0.47314847,0.579983,0.42357457,0.4950343,0.5112664,0.58945465,0.49575606,0.56030077,0.63250864,0.56883436,0.5147697,0.5791621,0.58436054,0.5791663,0.53622144,0.63964677,0.49995086,0.46966475,0.68952036,0.57863873,0.39362317
C:\miniproject\dataset\B_L_GB\1739.jpg,B_L_GB,0.35797563,0.5379648,0.35044047,0.34827784,0.53253084,0.4247391,0.3510809,0.543729,0.45672897,0.35703248,0.518342,0.585981,0.35426196,0.5493588,0.657755,0.39296332,0.49899355,0.57060534,0.38828787,0.57414603,0.54434943,0.45753157,0.49569812,0.39763042,0.43415657,0.5917401,0.50620174,0.47436824,0.5176092,0.2751323,0.4783574,0.5805605,0.41456985,0.4983482,0.51402634,0.6113427,0.497757,0.5619739,0.56213886,0.57289964,0.51447076,0.57483417,0.5868582,0.57691824,0.5456156,0.64405715,0.5018471,0.45235583,0.690381,0.57707477,0.32699415
C:\miniproject\dataset\B_L_GB\1740.jpg,B_L_GB,0.35734165,0.5400813,0.32487136,0.34968463,0.5320719,0.42492816,0.3528403,0.54364145,0.42419222,0.3575344,0.5159959,0.53419316,0.35466293,0.54669285,0.58767986,0.39369565,0.4994708,0.5963693,0.38906583,0.5724431,0.52941436,0.45772305,0.490944,0.5000807,0.43428874,0.5876175,0.51132363,0.47577253,0.5150889,0.2796126,0.4748729,0.58000076,0.42699346,0.49819964,0.5142526,0.6386411,0.49896187,0.55847186,0.6188661,0.57352537,0.5126837,0.6145415,0.5856822,0.57721543,0.5170246,0.6443049,0.4973348,0.44074845,0.691867,0.58232385,0.504224
C:\miniproject\dataset\B_L_GB\1741.jpg,B_L_GB,0.36091414,0.5396002,0.3167228,0.35337836,0.53211707,0.34795862,0.3562192,0.54364043,0.42492726,0.36046356,0.5170978,0.5035357,0.3574796,0.5471276,0.5494877,0.39718053,0.502804,0.58342767,0.39343882,0.5703207,0.67422795,0.45923373,0.49543008,0.38993233,0.44387358,0.5881512,0.56418663,0.47892696,0.52248436,0.26383728,0.4668446,0.58131045,0.36937276,0.49862134,0.5113617,0.4704727,0.5001667,0.561188,0.55052704,0.5814091,0.51976573,0.4502352,0.59070915,0.5787883,0.550931,0.649658,0.502911,0.361704,0.698344,0.5847962,0.60554576
C:\miniproject\dataset\B_L_GB\1742.jpg,B_L_GB,0.3608995,0.5410481,0.30047497,0.35441408,0.5326083,0.21838376,0.3558543,0.5430371,0.32986507,0.3613385,0.51399505,0.50303036,0.35980526,0.54901224,0.547787,0.39744735,0.49598753,0.59585583,0.39218622,0.5707279,0.6337035,0.4610731,0.49755812,0.43011782,0.43724322,0.59027874,0.5201083,0.4740576,0.5222158,0.2519168,0.4689224,0.5780098,0.39886764,0.4970617,0.5128415,0.47431967,0.4998921,0.5610331,0.5478746,0.5749585,0.5184205,0.3989791,0.5890852,0.5784703,0.51189774,0.6497846,0.5003767,0.30947867,0.69739693,0.5864328,0.6485144
C:\miniproject\dataset\B_L_GB\1743.jpg,B_L_GB,0.35856214,0.536815,0.35763818,0.35088694,0.53029436,0.49826562,0.3533666,0.54079866,0.4058882,0.35824734,0.51562995,0.540953,0.35475832,0.54416263,0.584804,0.39389867,0.4989405,0.61686134,0.38718823,0.5719725,0.6005246,0.4569084,0.48949262,0.536259,0.43110085,0.588878,0.54092133,0.46735275,0.5215768,0.26109752,0.46669644,0.5761716,0.4130417,0.5003774,0.5101392,0.55995166,0.49920887,0.5603276,0.58958805,0.57418835,0.51291794,0.61143774,0.58804333,0.5767413,0.5403953,0.64551646,0.49788347,0.4886854,0.69162446,0.58261544,0.56239563
C:\miniproject\dataset\B_L_GB\1744.jpg,B_L_GB,0.35840854,0.5334736,0.3874199,0.34598643,0.52903396,0.42453626,0.34892434,0.5398963,0.37765986,0.3526128,0.5118142,0.49009928,0.3496993,0.5414324,0.5544429,0.3885898,0.49602428,0.51714945,0.38656524,0.56727105,0.59671944,0.45624694,0.4873888,0.5289171,0.4299833,0.586712,0.49500299,0.47247392,0.50683475,0.2769307,0.46639714,0.5695911,0.2920869,0.4965071,0.5145315,0.63023967,0.49645734,0.55770344,0.6278404,0.5747396,0.5111017,0.58709884,0.58487684,0.5737548,0.55797184,0.6459118,0.4937009,0.37115708,0.6907824,0.5810815,0.5096118
C:\miniproject\dataset\B_L_GB\1745.jpg,B_L_GB,0.35640684,0.52812916,0.39011896,0.34506235,0.52428854,0.47530088,0.3478512,0.5353201,0.52869904,0.35302567,0.51108164,0.73751986,0.3512651,0.5428237,0.71922296,0.38993043,0.4856147,0.6889542,0.3825036,0.56346136,0.613079,0.45170814,0.48118812,0.5204137,0.43141493,0.58037704,0.5713233,0.4672015,0.50472516,0.26499784,0.46293855,0.564104,0.44696003,0.4896791,0.5041663,0.64559203,0.49128366,0.5482574,0.6145139,0.5726334,0.5060554,0.5570293,0.58184433,0.5653847,0.547288,0.6416036,0.48298386,0.4072371,0.6870817,0.57296985,0.63469124
C:\miniproject\dataset\B_L_GB\1746.jpg,B_L_GB,0.34986863,0.51968676,0.42897928,0.34157377,0.51551527,0.40773576,0.34150904,0.52411926,0.33714598,0.34860176,0.50105095,0.6429836,0.34470952,0.53065145,0.6530229,0.3846379,0.4816158,0.62712884,0.37815264,0.5574672,0.6704394,0.44418877,0.4796591,0.43412274,0.41953903,0.57610136,0.62652546,0.4599863,0.4965197,0.37887013,0.4569244,0.55457467,0.31017807,0.48834655,0.4969788,0.5375972,0.4913476,0.54252815,0.6911079,0.5658158,0.49307898,0.6231679,0.5843209,0.5580443,0.49846494,0.63946915,0.47596994,0.48142228,0.68650776,0.56577307,0.6093579
C:\miniproject\dataset\B_L_GB\1747.jpg,B_L_GB,0.34357613,0.52467924,0.41264617,0.3372745,0.51904386,0.4062146,0.338418,0.5293906,0.45336485,0.346511,0.5038479,0.5422532,0.34309804,0.5332786,0.570643,0.38280377,0.48261648,0.696822,0.3768985,0.5558347,0.65612245,0.43815485,0.47501084,0.50786996,0.42231217,0.57461864,0.56736845,0.45555076,0.49071506,0.35476133,0.45656633,0.55272496,0.28870577,0.48806146,0.49691424,0.5648585,0.4897141,0.5419222,0.70752597,0.5658154,0.49724552,0.56455314,0.57830006,0.5575216,0.5743145,0.6398005,0.49202707,0.28329697,0.67449677,0.563514,0.5564443
C:\miniproject\dataset\B_L_GB\1748.jpg,B_L_GB,0.33806926,0.52128243,0.43217888,0.32786313,0.5150016,0.28585184,0.32864136,0.52789956,0.42048508,0.3367782,0.5025082,0.66137993,0.33441752,0.5340521,0.71706337,0.37557206,0.48246565,0.61349547,0.3687917,0.5613621,0.6403458,0.43915758,0.47604644,0.55347085,0.41864508,0.5757778,0.5466151,0.46197805,0.49057853,0.5023721,0.45223394,0.5480039,0.4718284,0.48471642,0.49568927,0.51463795,0.48775038,0.54200995,0.6632582,0.56148636,0.49662942,0.5431884,0.57510537,0.55800164,0.55109155,0.6383368,0.49684426,0.30847493,0.6659312,0.5640043,0.5603119
C:\miniproject\dataset\B_L_GB\1749.jpg,B_L_GB,0.3290061,0.51947767,0.38230988,0.32159474,0.51384836,0.46218684,0.32285637,0.52479106,0.45445436,0.32995504,0.502437,0.481156,0.3259853,0.53252065,0.5627516,0.36827344,0.48155555,0.70356804,0.360975,0.55999196,0.6675797,0.43456507,0.476062,0.55330163,0.4130102,0.5745125,0.6104637,0.45382828,0.48734555,0.4545398,0.4464243,0.550759,0.40642053,0.48090816,0.49627376,0.58650225,0.4830876,0.54201,0.67892,0.55445284,0.49347323,0.5841717,0.5711981,0.55545837,0.54802674,0.6258439,0.474087,0.4306097,0.67184186,0.56357694,0.6110135
C:\miniproject\dataset\B_L_GB\1750.jpg,B_L_GB,0.32823312,0.51685375,0.3604289,0.3212951,0.5102114,0.49912524,0.3229382,0.5231329,0.45447198,0.32666653,0.49951315,0.48799935,0.32257012,0.5304691,0.5618262,0.36487746,0.48186004,0.6869906,0.35946938,0.557445,0.6139182,0.43266866,0.47616678,0.49797654,0.40950602,0.5765887,0.52986395,0.45542613,0.49422544,0.33554044,0.4553692,0.5578265,0.3167056,0.4783778,0.49832943,0.5801918,0.4812719,0.5435846,0.63333756,0.5484158,0.49217373,0.58207977,0.57162845,0.5555148,0.5630407,0.62103885,0.46954423,0.33329543,0.6749992,0.56118786,0.4665588
C:\miniproject\dataset\B_L_GB\1751.jpg,B_L_GB,0.3311141,0.5095466,0.32027563,0.3240928,0.50423247,0.44034812,0.32413942,0.5185615,0.51238894,0.32795072,0.49856466,0.5853415,0.3257066,0.5290396,0.5940068,0.36892897,0.47635967,0.7567226,0.36091974,0.553895,0.6966965,0.4319692,0.47430125,0.54738224,0.40592465,0.571717,0.5943339,0.45585516,0.4866605,0.46537244,0.44335794,0.54630506,0.40135407,0.48076108,0.4983258,0.65273654,0.4840416,0.53908956,0.6505633,0.5554346,0.49188155,0.53341997,0.5751206,0.5514451,0.6072475,0.62744117,0.47891775,0.45304447,0.6752596,0.5577783,0.6738305
C:\miniproject\dataset\B_L_GB\1752.jpg,B_L_GB,0.3387184,0.51071477,0.3618448,0.32731625,0.5060865,0.40923917,0.32811904,0.5174432,0.44461522,0.33325028,0.494561,0.7431975,0.33002073,0.5235262,0.63483876,0.37357885,0.46943986,0.5943539,0.36484838,0.55021775,0.6479708,0.4276493,0.46962562,0.3945995,0.4139548,0.56921726,0.6146267,0.46169665,0.48140943,0.5369204,0.44555038,0.5427765,0.38516387,0.4839604,0.4945295,0.69181895,0.48318192,0.5347489,0.6263939,0.56570387,0.49925137,0.4588007,0.5720305,0.5485629,0.59129554,0.63118356,0.48273757,0.40460396,0.67231053,0.55404264,0.6110215
C:\miniproject\dataset\B_L_GB\1753.jpg,B_L_GB,0.3358709,0.5085782,0.33074626,0.32722414,0.50102735,0.3611147,0.32740375,0.5123629,0.408808,0.33433962,0.48655683,0.6370647,0.3300122,0.5169943,0.63930416,0.37470463,0.4695098,0.51109374,0.36926255,0.54598373,0.63010156,0.42982885,0.46661937,0.35625488,0.41742158,0.56406426,0.49936056,0.46378326,0.4841319,0.38485104,0.45716295,0.55032986,0.42256603,0.48313382,0.48954028,0.67604196,0.4844066,0.53074527,0.51651764,0.56079936,0.4849845,0.53572816,0.57059366,0.54782796,0.48841694,0.62574285,0.4673766,0.44842938,0.6662327,0.5515864,0.5484337
C:\miniproject\dataset\B_L_GB\1754.jpg,B_L_GB,0.33360633,0.5027717,0.41558078,0.3246452,0.4964261,0.36221123,0.32601434,0.50680345,0.3907123,0.33278072,0.4820875,0.52220964,0.3275039,0.51053315,0.5268231,0.3748801,0.46499014,0.4320398,0.36868042,0.5403323,0.6802427,0.42832592,0.4649812,0.32836616,0.41856104,0.55833584,0.57207555,0.45918185,0.47514495,0.49121425,0.44881302,0.53898823,0.46590397,0.48206377,0.48504695,0.62686783,0.48301777,0.52806276,0.60743415,0.5592051,0.48257554,0.4491751,0.57128465,0.5430912,0.52669436,0.62246805,0.4629188,0.39312017,0.6677647,0.5480066,0.4882597
C:\miniproject\dataset\B_L_GB\1755.jpg,B_L_GB,0.33437052,0.49970788,0.3947488,0.3245868,0.49392563,0.39058828,0.32573014,0.5056327,0.29641974,0.331866,0.48215333,0.6341564,0.33070534,0.51245064,0.6013562,0.37429067,0.46527869,0.6305685,0.36877215,0.5361327,0.6699744,0.43436375,0.46061432,0.4814853,0.41878006,0.5571242,0.5691974,0.45530412,0.47336045,0.47946838,0.45007464,0.536268,0.44351068,0.48182923,0.4836201,0.6033301,0.4825114,0.52715933,0.61746645,0.5521274,0.47820398,0.5695554,0.5702409,0.5430612,0.519927,0.62080324,0.45871627,0.3652313,0.667155,0.54868686,0.46465173
C:\miniproject\dataset\B_L_GB\1756.jpg,B_L_GB,0.33569103,0.5005252,0.42219844,0.32546493,0.49478066,0.42139444,0.3284073,0.50566554,0.38409415,0.33256418,0.48435766,0.6140634,0.33181164,0.5150627,0.5806047,0.37518227,0.46466208,0.6323614,0.3675625,0.5396943,0.69863164,0.43156564,0.4638737,0.34500614,0.41926783,0.55821264,0.58254784,0.4601488,0.47334036,0.51503855,0.4498199,0.53391504,0.43802243,0.48021492,0.483994,0.4935689,0.48477167,0.528323,0.5984148,0.55657756,0.47968358,0.5382821,0.5750317,0.5454742,0.5552703,0.6254865,0.45867544,0.40509138,0.67302436,0.5508948,0.5242975
C:\miniproject\dataset\B_L_GB\1757.jpg,B_L_GB,0.3398841,0.49864125,0.40190643,0.3283755,0.49346346,0.48758382,0.33010477,0.50563323,0.39659077,0.33644485,0.48238984,0.6839797,0.3345444,0.5149942,0.62143314,0.3751436,0.4646365,0.6005198,0.37037873,0.54329324,0.65072405,0.4385334,0.46295464,0.48404002,0.41569167,0.559821,0.5297264,0.46537215,0.4755291,0.5455403,0.45594522,0.5351208,0.46796212,0.484527,0.48319888,0.5083704,0.48687357,0.5278113,0.61777973,0.566526,0.4838623,0.44203958,0.5792635,0.54551256,0.5728634,0.6308887,0.46550408,0.420221,0.67379975,0.55095744,0.48657176
C:\miniproject\dataset\B_L_GB\1758.jpg,B_L_GB,0.34264174,0.5004214,0.4086587,0.33014056,0.49484006,0.5176252,0.33186984,0.5081585,0.43781802,0.34068608,0.4827184,0.588423,0.33869338,0.51671785,0.60078245,0.3820106,0.4606983,0.7331813,0.37637153,0.54119587,0.65392315,0.44670197,0.45793295,0.52478385,0.42144248,0.5596959,0.55644333,0.4683817,0.4710641,0.55792636,0.45970136,0.53408945,0.44911534,0.4852422,0.47981662,0.4632072,0.48720956,0.52644724,0.64359766,0.56217116,0.47915873,0.50671935,0.5777614,0.54350686,0.6178403,0.63301903,0.46369475,0.57699144,0.6749161,0.54997504,0.45816532
C:\miniproject\dataset\B_L_GB\1759.jpg,B_L_GB,0.34492165,0.49858475,0.35439,0.3350364,0.49167463,0.450419,0.3360416,0.5050865,0.5501281,0.34455293,0.47895494,0.5572429,0.34057805,0.5122121,0.63482416,0.38821724,0.45924982,0.763986,0.37826693,0.53634554,0.74199224,0.4484915,0.4582025,0.5691515,0.42778724,0.5545909,0.59768623,0.4788664,0.47298783,0.5648456,0.47534016,0.5342875,0.49311718,0.49222663,0.48129722,0.586883,0.49244946,0.5264109,0.7064433,0.57541245,0.48371354,0.55704373,0.5842603,0.5398437,0.55592847,0.6400646,0.46462253,0.40564072,0.6795567,0.54618216,0.46070862
C:\miniproject\dataset\B_L_GB\1760.jpg,B_L_GB,0.34707958,0.49905476,0.3788367,0.33795547,0.4915741,0.411717,0.33904117,0.5053178,0.4278356,0.34655115,0.47872967,0.6965383,0.34469584,0.51135623,0.6094843,0.38991752,0.4599883,0.6591342,0.38258433,0.53405887,0.697945,0.44546148,0.45330375,0.44842893,0.4309137,0.5520031,0.50377154,0.4781256,0.462751,0.62961257,0.47561148,0.5328034,0.41041744,0.48980886,0.47962415,0.67800313,0.49195415,0.5239694,0.6702351,0.5720739,0.47478053,0.5934659,0.583447,0.5357412,0.6157595,0.64119214,0.4565381,0.5397811,0.6840114,0.5447065,0.43679756
C:\miniproject\dataset\B_L_GB\1761.jpg,B_L_GB,0.34749275,0.50483596,0.42357218,0.33889103,0.49643,0.36023495,0.3398758,0.50810033,0.4232668,0.3483144,0.47939473,0.7307856,0.34709832,0.5124597,0.6468951,0.3916631,0.45788035,0.600296,0.3830441,0.5344965,0.66092706,0.45138386,0.45443213,0.4423934,0.42963576,0.55436325,0.4783116,0.48032895,0.46542427,0.6016831,0.47118923,0.53408414,0.46515432,0.4929198,0.47960043,0.7175789,0.49469897,0.5240767,0.66637015,0.5700355,0.4774848,0.54267263,0.5872121,0.5391666,0.56326413,0.64184606,0.4589453,0.54480445,0.69342285,0.54863197,0.39908955
C:\miniproject\dataset\B_L_GB\1762.jpg,B_L_GB,0.34967,0.49858043,0.3809802,0.34094957,0.49346426,0.39432323,0.34221432,0.5049685,0.34559548,0.3518955,0.48030052,0.740912,0.3505878,0.5130068,0.64814895,0.39464948,0.4622255,0.55268383,0.3850745,0.5377582,0.517341,0.45106864,0.4552011,0.49375284,0.4350081,0.5520953,0.5068708,0.47390145,0.46444613,0.5948935,0.46782273,0.5345976,0.38286027,0.49303305,0.4822935,0.6794829,0.49494213,0.52483237,0.6794048,0.572087,0.47624233,0.58439857,0.5856311,0.53810817,0.5048285,0.6416646,0.45287162,0.61485535,0.6865785,0.54761004,0.41004103
C:\miniproject\dataset\B_L_GB\1763.jpg,B_L_GB,0.3503152,0.4965911,0.36192685,0.34044385,0.4928993,0.37056452,0.34205207,0.5037101,0.36031747,0.35075983,0.48067456,0.7379829,0.34932566,0.51357216,0.6399366,0.39466998,0.4630986,0.5058547,0.38568807,0.5365023,0.6370443,0.45095173,0.45595118,0.49740013,0.4338343,0.55218744,0.442619,0.47493768,0.46303058,0.6026868,0.46945953,0.5342298,0.3759865,0.4948406,0.47919434,0.5358004,0.49580425,0.5255003,0.6699111,0.57238626,0.47659072,0.5620218,0.58639187,0.53835446,0.5758628,0.64013314,0.45372823,0.5638874,0.6918839,0.5464727,0.36480188
C:\miniproject\dataset\B_L_GB\1764.jpg,B_L_GB,0.34959558,0.50095904,0.37366304,0.34040338,0.4948143,0.3647495,0.34168166,0.5069333,0.3009813,0.35000446,0.48151127,0.70295745,0.34931323,0.5140088,0.6060745,0.3931071,0.46115112,0.57018316,0.38433543,0.535159,0.6351112,0.45436773,0.45470372,0.46176192,0.43603498,0.5522851,0.48108476,0.4760535,0.46533215,0.5704823,0.468082,0.53319055,0.3712792,0.49528757,0.4793625,0.7028144,0.4970925,0.52294636,0.63385916,0.5714299,0.473006,0.5375774,0.5896368,0.5367881,0.588344,0.6405942,0.45128688,0.5320403,0.6930027,0.54477835,0.59120876
C:\miniproject\dataset\B_L_GB\1765.jpg,B_L_GB,0.35072204,0.49723572,0.39368472,0.3397761,0.49347413,0.403815,0.34088102,0.50447583,0.42876625,0.3483006,0.48166716,0.72701997,0.3458251,0.5131787,0.624957,0.3904181,0.46172157,0.70791715,0.38186383,0.53527254,0.713345,0.4467163,0.45397988,0.45299497,0.42832285,0.55476344,0.47553968,0.4813058,0.46300635,0.6354849,0.4795746,0.53460014,0.46246338,0.49335778,0.48042533,0.70527095,0.49448872,0.52386403,0.6841038,0.578564,0.4774175,0.45816138,0.5867762,0.5366105,0.53499216,0.6430655,0.4530401,0.5596296,0.69171715,0.54234535,0.5818583
C:\miniproject\dataset\B_L_GB\1766.jpg,B_L_GB,0.3448477,0.49730375,0.33276278,0.33580548,0.49063396,0.4168332,0.33710796,0.50427216,0.5178045,0.34621733,0.47837088,0.54914814,0.34246954,0.51064444,0.5872428,0.38723794,0.45690882,0.72781557,0.37910196,0.53309286,0.69994694,0.44706568,0.45096794,0.39768478,0.4255605,0.554086,0.5599573,0.47924164,0.46187544,0.65859675,0.47650635,0.5351543,0.5273355,0.49026558,0.4770196,0.6650416,0.4929062,0.5238684,0.6778241,0.57084364,0.4745881,0.47695515,0.5839208,0.5361138,0.55525887,0.63854855,0.4475505,0.55226547,0.6904983,0.5421426,0.5701582
C:\miniproject\dataset\B_L_GB\1767.jpg,B_L_GB,0.34184307,0.4979125,0.3621749,0.33041635,0.49072924,0.38352796,0.33194074,0.5047014,0.4813413,0.34206527,0.47713286,0.66797537,0.33879572,0.5106892,0.6902515,0.3839087,0.4549704,0.7259604,0.37797052,0.53256345,0.6892073,0.446137,0.45015246,0.41182217,0.42778647,0.55415076,0.5497469,0.4749093,0.46096113,0.6341231,0.47464243,0.5334633,0.4475571,0.49190998,0.4783945,0.6862948,0.49394485,0.5228675,0.66955626,0.5670368,0.47066417,0.35958844,0.58123225,0.5354615,0.5516917,0.63340306,0.44655535,0.59862375,0.6851271,0.54114,0.6217104
C:\miniproject\dataset\B_L_GB\1768.jpg,B_L_GB,0.3403651,0.49939093,0.39163563,0.32849732,0.49184698,0.41359314,0.33006322,0.5058228,0.4507675,0.3392913,0.4778114,0.71853685,0.33650044,0.51086724,0.7040157,0.38010263,0.4568731,0.71698093,0.3757081,0.5354094,0.4311738,0.43689615,0.45047608,0.41743493,0.42249992,0.5530746,0.5483469,0.4657636,0.4617418,0.59549373,0.45717835,0.5336887,0.3992561,0.4865122,0.47866002,0.61649704,0.49058464,0.5219442,0.68170905,0.5650914,0.47258732,0.4629308,0.5781129,0.53502876,0.6410001,0.6301043,0.44714716,0.6339479,0.6764374,0.54179263,0.5660524
C:\miniproject\dataset\B_L_GB\1769.jpg,B_L_GB,0.34025306,0.49711606,0.366443,0.32862428,0.490543,0.39446285,0.3303627,0.5036214,0.45742375,0.33939674,0.4775306,0.73245996,0.336246,0.50970244,0.690046,0.3787616,0.45574862,0.6734085,0.37253642,0.53772736,0.5119967,0.4403302,0.4503801,0.41838717,0.4182754,0.5553833,0.52602476,0.47079104,0.46253017,0.6032249,0.46905145,0.5363419,0.44718885,0.48776168,0.4758263,0.6169131,0.49125504,0.52170163,0.669434,0.56440043,0.46978095,0.435802,0.5764627,0.5350908,0.64301693,0.62698066,0.44447944,0.6133603,0.6770493,0.5416488,0.6538062
C:\miniproject\dataset\B_L_GB\1770.jpg,B_L_GB,0.3365222,0.49434602,0.36946264,0.32875913,0.48794362,0.31848508,0.3292343,0.49993658,0.41138956,0.33721364,0.47735223,0.73805386,0.3331779,0.5093859,0.65024644,0.37618837,0.4617877,0.65795165,0.3710834,0.5379124,0.5123352,0.4362041,0.45330715,0.42324007,0.42230782,0.55348134,0.50940377,0.46390164,0.46048522,0.59731305,0.459905,0.53533894,0.42828903,0.4820239,0.47823977,0.536913,0.48803508,0.52243197,0.6078561,0.5631465,0.47054484,0.463305,0.5793451,0.53432316,0.5986082,0.62683964,0.4452571,0.63358283,0.67512476,0.54116356,0.62371904
C:\miniproject\dataset\B_L_GB\1771.jpg,B_L_GB,0.3361387,0.49612144,0.34247923,0.32590917,0.4922631,0.34525928,0.32663652,0.50378096,0.31628355,0.33357567,0.48149833,0.6534562,0.3312567,0.51408994,0.5776136,0.37593916,0.4638549,0.6499989,0.37265953,0.5376795,0.5795145,0.43663362,0.4523138,0.42974648,0.4219061,0.5564224,0.5211213,0.46545726,0.46772853,0.506116,0.4573039,0.5344037,0.41527453,0.48472595,0.4805038,0.5670045,0.4906281,0.5253645,0.6751493,0.56467366,0.4721335,0.4821104,0.5840993,0.5360018,0.5741462,0.6286226,0.4457433,0.57007635,0.67689854,0.5408412,0.663051
C:\miniproject\dataset\B_L_GB\1772.jpg,B_L_GB,0.33608508,0.49606425,0.34101135,0.32692355,0.49107578,0.36553678,0.32772723,0.5027288,0.33727494,0.33554688,0.47922346,0.7124,0.33231252,0.51157,0.6263648,0.37587678,0.46459138,0.63407207,0.37202755,0.53835446,0.5960911,0.43744993,0.45588446,0.44805005,0.41758776,0.55991006,0.526105,0.4649202,0.47003567,0.49384385,0.4634297,0.5358025,0.46012002,0.4839933,0.4797243,0.3893143,0.48998064,0.52603585,0.60759336,0.5576549,0.47326928,0.48748738,0.57906806,0.5374593,0.57712996,0.6278979,0.4428625,0.5007479,0.6773386,0.54302,0.55794966
C:\miniproject\dataset\B_L_GB\2439.jpg,B_L_GB,0.37107086,0.35609257,0.28757453,0.36121273,0.34647536,0.31811425,0.36103365,0.36035135,0.3889487,0.36850876,0.326809,0.52044344,0.36298808,0.36167198,0.6240402,0.40792266,0.3152575,0.4603864,0.40363738,0.38923338,0.5844788,0.47057232,0.31038547,0.34776273,0.457675,0.41773957,0.57160884,0.49778593,0.33088312,0.20371109,0.49869105,0.41117626,0.36349523,0.52136934,0.3245025,0.40851432,0.5245959,0.37792414,0.5524933,0.6112702,0.33140603,0.5509614,0.62622833,0.39702988,0.44925803,0.6978845,0.31912625,0.4610506,0.7394769,0.39703754,0.56194556
C:\miniproject\dataset\B_L_GB\2440.jpg,B_L_GB,0.36947894,0.35577393,0.31027848,0.3602759,0.34593815,0.30680946,0.3598203,0.3598747,0.39306802,0.36837453,0.32612032,0.49689025,0.3624117,0.361295,0.6188655,0.40913725,0.31516385,0.47996715,0.40349048,0.39017513,0.5786618,0.47120896,0.3104155,0.3507606,0.46023953,0.4189812,0.57748985,0.49277097,0.32986298,0.20054841,0.497303,0.40870264,0.35918838,0.5213077,0.32636222,0.5292242,0.5254622,0.37896794,0.5528797,0.6122544,0.33224168,0.5432852,0.6245693,0.39693147,0.4573111,0.698892,0.32029104,0.45637256,0.73994166,0.39848235,0.58553743
C:\miniproject\dataset\B_L_GB\2441.jpg,B_L_GB,0.36934844,0.35536757,0.326182,0.35983795,0.34578896,0.32277724,0.35989705,0.3594686,0.4287609,0.36784783,0.32641527,0.51393986,0.36285937,0.3612398,0.6399927,0.40822572,0.31491613,0.47394568,0.40262023,0.39029205,0.6092507,0.47056854,0.30981326,0.35470355,0.45751545,0.41895276,0.57074195,0.48806342,0.32897043,0.20343465,0.49385247,0.4073208,0.3590787,0.52188975,0.32636037,0.55085754,0.5256656,0.37863368,0.54010296,0.6112146,0.33184355,0.5165446,0.62466234,0.39742377,0.45778123,0.69968235,0.3205702,0.4904752,0.7396351,0.39898777,0.63241434
